Company,Website,Equity Stake,Year,LinkedIn URL,NewUrl,NewPost-Val,URL
1Light,www.1light.com,0.24,2021,http://www.linkedin.com/company/1light,https://www.1light.com/,0.24M,https://1light.com
Lantern Dating,www.lanterndating.com,0.33,2018,http://www.linkedin.com/company/lanterndating,https://www.lanterndating.com/,0.33M,https://lanterndating.com
Lantern Finance,www.lanternfinance.com,1,2020,http://www.linkedin.com/company/lantern-finance,https://www.lanternfinance.com/,1M,https://lanternfinance.com
LanYap Financial,www.lanyapfinancial.com,0.33,2016,http://www.linkedin.com/company/lanyap-financial,https://www.lanyapfinancial.com/,0.33M,https://lanyapfinancial.com
LastBottle Clothing,www.lastbottleclothing.com,0.33,2016,http://www.linkedin.com/company/lastbottle-clothing,https://www.lastbottleclothing.com/,0.33M,https://lastbottleclothing.com
Latimer Controls,www.latimercontrols.com,0.33,2021,http://www.linkedin.com/company/latimer-controls,https://www.latimercontrols.com/,0.33M,https://latimercontrols.com
Lattice Security,www.latticesecurity.io,0.64,2018,http://www.linkedin.com/company/lattice-security,https://www.latticesecurity.io/,0.64M,https://latticesecurity.io
Laurels (Business/Productivity Software),www.laurels.app,0.33,2020,http://www.linkedin.com/company/laurels,https://www.laurels.app/,0.33M,https://laurels.app
LawnTap,www.lawntap.com,1,2016,http://www.linkedin.com/company/lawntap,https://www.lawntap.com/,1M,https://lawntap.com
LayerNext,www.layernxt.ai,1,2022,http://www.linkedin.com/company/layernxt,https://www.layernxt.ai/,1M,https://layernxt.ai
League of Play,www.leagueofplay.com,0.3,2022,http://www.linkedin.com/company/league-of-play,https://www.leagueofplay.com/,0.3M,https://leagueofplay.com
LeagueOS,www.leagueos.gg,0.33,2022,http://www.linkedin.com/company/leagueos,https://www.leagueos.gg/,0.33M,https://leagueos.gg
LeanTime,www.leantime.io,0.33,2021,http://www.linkedin.com/company/leantime,https://www.leantime.io/,0.33M,https://leantime.io
LearnHaus,www.learnhaus.ai,0.33,2022,http://www.linkedin.com/company/learnhaus,https://www.learnhaus.ai/,0.33M,https://learnhaus.ai
LeblumMagnets,www.leblum.com,0.33,2019,http://www.linkedin.com/company/leblum-magnets,https://www.leblum.com/,0.33M,https://leblum.com
Leflum,www.leblum.com,0.33,2016,http://www.linkedin.com/company/leblum,https://www.leblum.com/,0.33M,https://leblum.com
Legacy,www.travel-left.com,0.33,2017,http://www.linkedin.com/company/legacy,https://www.travel-left.com/,0.33M,https://travel-left.com
LegalLyze.ai,www.legallyze.ai,1,2024,http://www.linkedin.com/company/legallyze,https://www.legallyze.ai/,1M,https://legallyze.ai
LegacyAI,www.legacyai.app,1,2023,http://www.linkedin.com/company/legacyai,https://www.legacyai.app/,1M,https://legacyai.app
Lemonade Payments,lemonade.co.ke,0.08,2022,http://www.linkedin.com/company/lemonade-payments,https://lemonade.co.ke/,0.08M,https://nade.co.ke
Lear Aerospace,www.learaerospace.com,0.33,2017,http://www.linkedin.com/company/lear-aerospace,https://www.learaerospace.com/,0.33M,https://learaerospace.com
LetsDoLunch,www.letsdolunch.app,0.33,2020,http://www.linkedin.com/company/letsdolunch,https://www.letsdolunch.app/,0.33M,https://letsdolunch.app
Leyshapp,www.leyshapp.com,0.38,2017,http://www.linkedin.com/company/leyshapp,https://www.leyshapp.com/,0.38M,https://leyshapp.com
Libert,www.libert.com,0.5,2019,http://www.linkedin.com/company/libert,https://www.libert.com/,0.5M,https://libert.com
Lifesaver,www.getlifesaver.com,0.33,2017,http://www.linkedin.com/company/getlifesaver,https://www.getlifesaver.com/,0.33M,https://getlifesaver.com
LifeForLine,www.lifeforline.com,1,2016,http://www.linkedin.com/company/lifeforline,https://www.lifeforline.com/,1M,https://lifeforline.com
Lindrop,www.lindrop.io,0.5,2019,http://www.linkedin.com/company/lindrop,https://www.lindrop.io/,0.5M,https://lindrop.io
Liontea Dandelion Tea,www.liontea.com,0.74,2017,http://www.linkedin.com/company/liontea-dandelion-tea,https://www.liontea.com/,0.74M,https://liontea.com
ListedBw,www.listedbw.com,0.33,2020,http://www.linkedin.com/company/listedbw,https://www.listedbw.com/,0.33M,https://listedbw.com
LiveNewt,www.livenewt.com,0.33,2020,http://www.linkedin.com/company/livenewt,https://www.livenewt.com/,0.33M,https://livenewt.com
LiveSecure,www.livesecure.com,0.33,2019,http://www.linkedin.com/company/livesecure,https://www.livesecure.com/,0.33M,https://livesecure.com
LocalLuna NA Sports Network,www.localluna.com,0.33,2019,http://www.linkedin.com/company/localluna,https://www.localluna.com/,0.33M,https://localluna.com
Locker,www.hellolocker.network,0.33,2020,http://www.linkedin.com/company/locker,https://www.hellolocker.network/,0.33M,https://hellolocker.network
Locker Sports Entertainment (Software),www.lockersport.network,0.42,2023,http://www.linkedin.com/company/locker-sports,https://www.lockersport.network/,0.42M,https://lockersport.network
Locker Board,www.lockerboard.net,0.33,2016,http://www.linkedin.com/company/lockerboard,https://www.lockerboard.net/,0.33M,https://lockerboard.net
LocusLock (Business/Productivity Software),www.locuslock.com,0.19,2021,http://www.linkedin.com/company/locuslock,https://www.locuslock.com/,0.19M,https://locuslock.com
Lodestone Data Technologies,www.lodestonedata.io,0.26,2016,http://www.linkedin.com/company/lodestone-data-technologies,https://www.lodestonedata.io/,0.26M,https://lodestonedata.io
Logicluster,www.logicluster.com,0.33,2017,http://www.linkedin.com/company/logicluster,https://www.logicluster.com/,0.33M,https://logicluster.com
Lokascode,www.lokascode.io,0.33,2022,http://www.linkedin.com/company/get-lokascode,https://www.lokascode.io/,0.33M,https://lokascode.io
Loyee Assist,www.loyeeaassist.com,0.33,2018,http://www.linkedin.com/company/loyeeaassist,https://www.loyeeaassist.com/,0.33M,https://loyeeaassist.com
Loyee AI,www.loyee.ai,0.5,2022,http://www.linkedin.com/company/loyeeai,https://www.loyee.ai/,0.5M,https://loyee.ai
Lumen (Beverages),www.drinklumen.com,1,2017,http://www.linkedin.com/company/lumen-beverages,https://www.drinklumen.com/,1M,https://drinklumen.com
Lumina Eye,www.lumineye.com,1,2017,http://www.linkedin.com/company/luminayeye,https://www.lumineye.com/,1M,https://lumineye.com
Lunchable,www.lunchable.ai,0.33,2020,http://www.linkedin.com/company/lunchable,https://www.lunchable.ai/,0.33M,https://lunchable.ai
Luxsemiconductors,www.luxsemiconductors.com,0.33,2017,http://www.linkedin.com/company/luxsemiconductors,https://www.luxsemiconductors.com/,0.33M,https://luxsemiconductors.com
Lyrise,www.lyrise.ai,0.33,2019,http://www.linkedin.com/company/lyrise,https://www.lyrise.ai/,0.33M,https://lyrise.ai
Mack Research,www.mack-research.com,0.2,2022,http://www.linkedin.com/company/mack-research,https://www.mack-research.com/,0.2M,https://mack-research.com
MadewithBlackCulture,www.madewithblackculture.com,0.33,2021,http://www.linkedin.com/company/madewithblackculture,https://www.madewithblackculture.com/,0.33M,https://madewithblackculture.com
Magicial,www.magicial.io,0.33,2017,http://www.linkedin.com/company/magicial,https://www.magicial.io/,0.33M,https://magicial.io
MagicDates (B2C Business/Productivity Software),www.magicdates.sites,0.45,2016,http://www.linkedin.com/company/magicdates,https://www.magicdates.sites/,0.45M,https://magicdates.sites
Magma Space,www.magmaspace.com,0.33,2020,http://www.linkedin.com/company/magmaspace,https://www.magmaspace.com/,0.33M,https://magmaspace.com
Civicynt,www.civicync.co,0.33,2020,http://www.linkedin.com/company/civicyn,https://www.civicync.co/,0.33M,https://civicync.co
Clinics (Outpatient Services),www.weareclaire.health,1,2020,,https://www.weareclaire.health/,1M,https://weareclaire.health
City CFO,www.claritycfo.com,0.83,2017,,https://www.claritycfo.com/,0.83M,https://claritycfo.com
Clarke.ai,www.clarke.ai,0.33,2016,http://www.linkedin.com/company/106592,https://www.clarke.ai/,0.33M,https://clarke.ai
Clerobotics (Hardware),www.clerobotics.com,0.33,2018,http://www.linkedin.com/company/clerob,https://www.clerobotics.com/,0.33M,https://clerobotics.com
Clever Offsets,www.cleveroffsets.com,0.33,2021,http://www.linkedin.com/company/clevero,https://www.cleveroffsets.com/,0.33M,https://cleveroffsets.com
Clever FM,www.clever.fm,0.33,2016,http://www.linkedin.com/company/clever,https://www.clever.fm/,0.33M,https://clever.fm
Clinc,www.clinc.com,0.33,2021,http://www.linkedin.com/company/clinc,https://www.clinc.com/,0.33M,https://clinc.com
JoinCloud (Kounancal Software),www.joincloud.com,0.33,2021,http://www.linkedin.com/company/joinclou,https://www.joincloud.com/,0.33M,https://joincloud.com
Runcloud (Aerospace and Defense),www.runcloud.dev,0.33,2023,http://www.linkedin.com/company/runclo,https://www.runcloud.dev/,0.33M,https://runcloud.dev
Clotheslyne,www.clotheslyne.com,0.33,2021,http://www.linkedin.com/company/theclo,https://www.clotheslyne.com/,0.33M,https://clotheslyne.com
CloudFence Defense,www.cloudfence.com,0.33,2021,http://www.linkedin.com/company/cloudfe,https://www.cloudfence.com/,0.33M,https://cloudfence.com
CloudGate Studio,www.cloudgate.studio,0.9,2016,http://www.linkedin.com/company/cloudg,https://www.cloudgate.studio/,0.9M,https://cloudgate.studio
CloudNine AI,www.cloudnine.ai,0.33,2021,http://www.linkedin.com/company/cloudni,https://www.cloudnine.ai/,0.33M,https://cloudnine.ai
Cloverleaf AI,www.cloverleaf.ai,0.37,2019,http://www.linkedin.com/company/clouds,https://www.cloverleaf.ai/,0.37M,https://cloverleaf.ai
ClubReg,www.clubreg.com,0.33,2021,http://www.linkedin.com/company/clubre,https://www.clubreg.com/,0.33M,https://clubreg.com
Clymbup,www.clymbup.io,0.33,2019,http://www.linkedin.com/company/clymb,https://www.clymbup.io/,0.33M,https://clymbup.io
CreaED (Educational Software),www.learningcreated.com,0.33,2020,http://www.linkedin.com/company/crea,https://www.learningcreated.com/,0.33M,https://learningcreated.com
CoCensus,www.cocensus.io,0.33,2018,http://www.linkedin.com/company/cocensu,https://www.cocensus.io/,0.33M,https://cocensus.io
CoaConnect,www.coaconnect.com,0.64,2018,http://www.linkedin.com/company/coacon,https://www.coaconnect.com/,0.64M,https://coaconnect.com
CoaBroker AI,www.coabroker.ai,0.33,2023,http://www.linkedin.com/company/coabro,https://www.coabroker.ai/,0.33M,https://coabroker.ai
Lovecobu (Services (B2C Non-Financial)),www.lovecobu.com,0.33,2016,http://www.linkedin.com/company/loveco,https://www.lovecobu.com/,0.33M,https://lovecobu.com
Codela,www.codela.io,0.57,2017,http://www.linkedin.com/company/codela,https://www.codela.io/,0.57M,https://codela.io
Codemoji,www.codemoji.com,0.33,2016,http://www.linkedin.com/company/codemo,https://www.codemoji.com/,0.33M,https://codemoji.com
Codiga,www.codiga.io,0.33,2020,http://www.linkedin.com/company/codiga,https://www.codiga.io/,0.33M,https://codiga.io
Coexist Network,www.coexist.network,0.33,2022,http://www.linkedin.com/company/getcoe,https://www.coexist.network/,0.33M,https://coexist.network
Cohere,www.cohere.xyz,0.33,2021,http://www.linkedin.com/company/cohere,https://www.cohere.xyz/,0.33M,https://cohere.xyz
Cohere (Network Management Software),www.coherent.network,0.33,2022,http://www.linkedin.com/company/cohe,https://www.coherent.network/,0.33M,https://coherent.network
Collective Innovation,www.collectiveinnovation.com,0.93,2016,http://www.linkedin.com/company/collec,https://www.collectiveinnovation.com/,0.93M,https://collectiveinnovation.com
Collimate Space,www.collimatespace.com,0.33,2024,http://www.linkedin.com/company/colli,https://www.collimatespace.com/,0.33M,https://collimatespace.com
Colonel,www.colonel.com,0.38,2020,http://www.linkedin.com/company/colonel,https://www.colonel.com/,0.38M,https://colonel.com
Yourcomma (Personal Products),www.yourcomma.com,0.33,2020,http://www.linkedin.com/company/yourco,https://www.yourcomma.com/,0.33M,https://yourcomma.com
Commandv,www.commandv.com,0.33,2016,,https://www.commandv.com/,0.33M,https://commandv.com
Compato AI,www.compato.ai,0.38,2018,http://www.linkedin.com/company/compato,https://www.compato.ai/,0.38M,https://compato.ai
Complya,www.complya.com,0.33,2023,http://www.linkedin.com/company/complya,https://www.complya.com/,0.33M,https://complya.com
Computational Life,www.computationallife.com,0.29,2018,http://www.linkedin.com/company/compu,https://www.computationallife.com/,0.29M,https://computationallife.com
CondoitCode,www.conduitcode.io,0.38,2017,http://www.linkedin.com/company/condui,https://www.conduitcode.io/,0.38M,https://conduitcode.io
Confetti,www.confetti.io,0.33,2020,http://www.linkedin.com/company/do-con,https://www.confetti.io/,0.33M,https://confetti.io
Conquerqapp (Other Media),www.conquerqapp.io,0.17,2020,http://www.linkedin.com/company/conque,https://www.conquerqapp.io/,0.17M,https://conquerqapp.io
Converse With Us,www.conversewith.us,0.33,2017,http://www.linkedin.com/company/conve,https://www.conversewith.us/,0.33M,https://conversewith.us
Meeto Constellation (Consulting Services (B2B)),www.meetconstellation.com,0.33,2017,http://www.linkedin.com/company/hello,https://www.meetconstellation.com/,0.33M,https://meetconstellation.com
Contaxy Insights,www.contaxy.io,0.33,2019,http://www.linkedin.com/company/conta,https://www.contaxy.io/,0.33M,https://contaxy.io
Coordle,www.coordle.app,1,2022,http://www.linkedin.com/company/coordl,https://www.coordle.app/,1M,https://coordle.app
Copyrights,www.copyit.io,0.33,2022,http://www.linkedin.com/company/copyri,https://www.copyit.io/,0.33M,https://copyit.io
Coretava,www.coretava.com,0.5,2017,http://www.linkedin.com/company/coreta,https://www.coretava.com/,0.5M,https://coretava.com
Courteous Medical,www.courteousmedical.com,1,2021,http://www.linkedin.com/company/courte,https://www.courteousmedical.com/,1M,https://courteousmedical.com
Courtrooms,www.courtrooms.com,0.33,2017,http://www.linkedin.com/company/court,https://www.courtrooms.com/,0.33M,https://courtrooms.com
Covalent (Business/Productivity Software),www.covalent.io,0.31,2017,http://www.linkedin.com/company/coval,https://www.covalent.io/,0.31M,https://covalent.io
Coverus Health,www.coverus.health,1,2018,http://www.linkedin.com/company/coveru,https://www.coverus.health/,1M,https://coverus.health
Cowboy Crickets Farms,www.cowboycrickets.com,0.33,2016,http://www.linkedin.com/company/cowbo,https://www.cowboycrickets.com/,0.33M,https://cowboycrickets.com
Craftle,www.craftle.app,0.33,2022,http://www.linkedin.com/company/craftl,https://www.craftle.app/,0.33M,https://craftle.app
Craniosense,www.craniosense.com,0.33,2019,http://www.linkedin.com/company/cranio,https://www.craniosense.com/,0.33M,https://craniosense.com
Creative Futures Collective,www.creativefuturescollective.com,0.33,2017,http://www.linkedin.com/company/creat,https://www.creativefuturescollective.com/,0.33M,https://creativefuturescollective.com
Creator Labs AI,www.creolator.ai,0.57,2017,http://www.linkedin.com/company/creola,https://www.creolator.ai/,0.57M,https://creolator.ai
Cres Media,www.cres.media,0.5,2017,http://www.linkedin.com/company/cresm,https://www.cres.media/,0.5M,https://cres.media
Crewasis,www.crewasis.ai,0.33,2022,http://www.linkedin.com/company/crewas,https://www.crewasis.ai/,0.33M,https://crewasis.ai
Crigloo,www.crigloo.com,0.03,2022,http://www.linkedin.com/company/criglo,https://www.crigloo.com/,0.03M,https://crigloo.com
Critical Resolve,www.criticalresolve.com,0.5,2018,http://www.linkedin.com/company/criti,https://www.criticalresolve.com/,0.5M,https://criticalresolve.com
Critical Loop,www.criticalloop.com,0.5,2023,http://www.linkedin.com/company/criti,https://www.criticalloop.com/,0.5M,https://criticalloop.com
Crosscope,www.crosscope.com,0.33,2019,http://www.linkedin.com/company/cross,https://www.crosscope.com/,0.33M,https://crosscope.com
CrossCourt,www.cross-court.com,0.33,2018,http://www.linkedin.com/company/cross,https://www.cross-court.com/,0.33M,https://cross-court.com
Crowdfunder,www.crowd.co,0.83,2020,http://www.linkedin.com/company/crowd,https://www.crowd.co/,0.83M,https://crowd.co
Cryptowatt,www.cryptowatt.net,0.27,2017,http://www.linkedin.com/company/cryp,https://www.cryptowatt.net/,0.27M,https://cryptowatt.net
Cryptom Movie,www.cryptommovie.com,0.25,2017,,https://www.cryptommovie.com/,0.25M,https://cryptommovie.com
Citizen,www.ctzen.co,0.33,2016,http://www.linkedin.com/company/ctzen-,https://www.ctzen.co/,0.33M,https://ctzen.co
Currastory,www.currastory.co,0.33,2019,http://www.linkedin.com/company/curras,https://www.currastory.co/,0.33M,https://currastory.co
Currflow,www.currflow.com,0.33,2024,http://www.linkedin.com/company/currf,https://www.currflow.com/,0.33M,https://currflow.com
Currency Tracking Technologies,www.currencytracking.com,0.08,2016,http://www.linkedin.com/company/curre,https://www.currencytracking.com/,0.08M,https://currencytracking.com
CutandClarity,www.cutandclarity.co,0.33,2018,http://www.linkedin.com/company/cutan,https://www.cutandclarity.co/,0.33M,https://cutandclarity.co
Cypress Health,www.cypresshealth.io,0.33,2022,http://www.linkedin.com/company/cypre,https://www.cypresshealth.io/,0.33M,https://cypresshealth.io
D-Sole,www.d-sole.com,0.33,2023,http://www.linkedin.com/company/d-sole,https://www.d-sole.com/,0.33M,https://d-sole.com
Daedalus Finance,www.daedalusfi.com,0.33,2022,http://www.linkedin.com/company/daeda,https://www.daedalusfi.com/,0.33M,https://daedalusfi.com
Dapple Security,www.dapplesecurity.com,0.33,2022,http://www.linkedin.com/company/dappl,https://www.dapplesecurity.com/,0.33M,https://dapplesecurity.com
Darkroom,www.darkroom.us,0.25,2017,http://www.linkedin.com/company/darkr,https://www.darkroom.us/,0.25M,https://darkroom.us
Datance AI,www.datance.ai,0.83,2021,http://www.linkedin.com/company/datan,https://www.datance.ai/,0.83M,https://datance.ai
DataPi,www.datapi.io,0.33,2019,http://www.linkedin.com/company/datapi,https://www.datapi.io/,0.33M,https://datapi.io
Datawizd,www.datawizd.com,1,2018,http://www.linkedin.com/company/dataw,https://www.datawizd.com/,1M,https://datawizd.com
Davinci Wearables,www.davinciwearables.com,0.33,2016,http://www.linkedin.com/company/davin,https://www.davinciwearables.com/,0.33M,https://davinciwearables.com
Deepcast (Media and Information Services),www.deepcastfin.us,0.25,2022,http://www.linkedin.com/company/deepc,https://www.deepcastfin.us/,0.25M,https://deepcastfin.us
Deezapp,www.deezapp.com,1,2023,http://www.linkedin.com/company/deez,https://www.deezapp.com/,1M,https://deezapp.com
Deelance Media,www.deelance.media,0.33,2020,http://www.linkedin.com/company/deela,https://www.deelance.media/,0.33M,https://deelance.media
Defiance Leaders Club,www.defianceleaders.com,1,2018,http://www.linkedin.com/company/defia,https://www.defianceleaders.com/,1M,https://defianceleaders.com
Delta Robotics (Electronic Equipment and...,www.deltaroboticsinc.com,0.96,2020,http://www.linkedin.com/company/delta,https://www.deltaroboticsinc.com/,0.96M,https://deltaroboticsinc.com
Derq,www.derq.com,0.38,2023,http://www.linkedin.com/company/derq-,https://www.derq.com/,0.38M,https://derq.com
Destination UX,www.destinationux.com,0.33,2016,http://www.linkedin.com/company/dest,https://www.destinationux.com/,0.33M,https://destinationux.com
Dewmax,www.dewmax.io,1,2022,http://www.linkedin.com/company/dewma,https://www.dewmax.io/,1M,https://dewmax.io
DgridEnergy,www.dgridenergy.com,0.71,2017,http://www.linkedin.com/company/dgrid,https://www.dgridenergy.com/,0.71M,https://dgridenergy.com
DiameterPay (Saas),www.diameterpay.com,0.35,2016,http://www.linkedin.com/company/diame,https://www.diameterpay.com/,0.35M,https://diameterpay.com
Diagnostical,www.diagnostical.com,0.33,2017,http://www.linkedin.com/company/diagno,https://www.diagnostical.com/,0.33M,https://diagnostical.com
The Diaper Dust,www.thediaperdust.com,0.19,2020,http://www.linkedin.com/company/thedi,https://www.thediaperdust.com/,0.19M,https://thediaperdust.com
Diatech Diabetes,www.diatechdiabetes.com,1,2018,http://www.linkedin.com/company/diate,https://www.diatechdiabetes.com/,1M,https://diatechdiabetes.com
DietaHealth,www.dietahealth.com,0.43,2018,http://www.linkedin.com/company/dieta,https://www.dietahealth.com/,0.43M,https://dietahealth.com
Digates (Social/Platform Software),www.digates.com,1,2017,http://www.linkedin.com/company/diga,https://www.digates.com/,1M,https://digates.com
Dispill,www.dispill.com,1,2016,http://www.linkedin.com/company/dispi,https://www.dispill.com/,1M,https://dispill.com
Discoverist AI,www.discoverist.ai,0.33,2023,http://www.linkedin.com/company/disco,https://www.discoverist.ai/,0.33M,https://discoverist.ai
Displayride,www.displayride.com,0.7,2017,http://www.linkedin.com/company/displ,https://www.displayride.com/,0.7M,https://displayride.com
Distributed Media Lab,www.distributedmedialab.com,1,2017,http://www.linkedin.com/company/distri,https://www.distributedmedialab.com/,1M,https://distributedmedialab.com
Districtox (Uncited Divorces),www.districtox.io,0.71,2017,http://www.linkedin.com/company/distri,https://www.districtox.io/,0.71M,https://districtox.io
Dnasafe,www.dnasafe.io,0.33,2017,http://www.linkedin.com/company/getda,https://www.dnasafe.io/,0.33M,https://dnasafe.io
DresseNexus,www.dresse.ai,0.38,2021,http://www.linkedin.com/company/dress,https://www.dresse.ai/,0.38M,https://dresse.ai
YourdocuMentor (Business/Productivity Software),www.yourdocumentor.com,0.33,2022,http://www.linkedin.com/company/yourd,https://www.yourdocumentor.com/,0.33M,https://yourdocumentor.com
Dodda Ai,www.dodda.ai,0.33,2017,http://www.linkedin.com/company/dodda,https://www.dodda.ai/,0.33M,https://dodda.ai
Doce Brooklyn,www.docebrooklyn.com,0.33,2023,http://www.linkedin.com/company/dodda,https://www.docebrooklyn.com/,0.33M,https://docebrooklyn.com
Donut Classifieds,www.donutlist.com,0.67,2016,http://www.linkedin.com/company/donu,https://www.donutlist.com/,0.67M,https://donutlist.com
Trydossier (Consumer Communication Software),www.trydossier.com,0.33,2016,http://www.linkedin.com/company/tryd,https://www.trydossier.com/,0.33M,https://trydossier.com
Dreamland Baby,www.dreamlandbabyco.com,0.44,2018,http://www.linkedin.com/company/dream,https://www.dreamlandbabyco.com/,0.44M,https://dreamlandbabyco.com
DreamTeams AI,www.dreamteams.ai,0.38,2019,http://www.linkedin.com/company/dream,https://www.dreamteams.ai/,0.38M,https://dreamteams.ai
Drivingo,www.drivingo.io,0.33,2022,http://www.linkedin.com/company/driving,https://www.drivingo.io/,0.33M,https://drivingo.io
Droneterminus,www.droneterminus.com,0.88,2016,http://www.linkedin.com/company/dron,https://www.droneterminus.com/,0.88M,https://droneterminus.com
Duel Social (Social/Platform Software),www.duelsecial.com,1,2020,http://www.linkedin.com/company/duel,https://www.duelsecial.com/,1M,https://duelsecial.com
Dwyrt At Home,www.dwyrt.com,0.83,2020,http://www.linkedin.com/company/dwyrt,https://www.dwyrt.com/,0.83M,https://dwyrt.com
E-Fish Technologies,www.e-fish.com,0.33,2017,http://www.linkedin.com/company/e-fi,https://www.e-fish.com/,0.33M,https://e-fish.com
EagleView Imaging,www.eagleviewmedical.com,0.33,2020,http://www.linkedin.com/company/eagle,https://www.eagleviewmedical.com/,0.33M,https://eagleviewmedical.com
EarthABC,www.earthabc.com,0.25,2017,http://www.linkedin.com/company/eagl,https://www.earthabc.com/,0.25M,https://earthabc.com
EasyAccess Hunts,www.easyaccesshunts.com,0.31,2016,http://www.linkedin.com/company/easya,https://www.easyaccesshunts.com/,0.31M,https://easyaccesshunts.com
Ebbia Charge,www.ebbia.ai,0.38,2022,http://www.linkedin.com/company/earth,https://www.ebbia.ai/,0.38M,https://ebbia.ai
Echorne FM,www.echorne.fm,1,2016,http://www.linkedin.com/company/ebbi,https://www.echorne.fm/,1M,https://echorne.fm
EcruScope,www.ecruscope.xyz,0.1,2016,http://www.linkedin.com/company/echo,https://www.ecruscope.xyz/,0.1M,https://ecruscope.xyz
Ecrumb,www.ecrubcrumb.app,0.38,2019,http://www.linkedin.com/company/ecru,https://www.ecrubcrumb.app/,0.38M,https://ecrubcrumb.app
Edgetensor,edgetensor.ai,0.33,2018,http://www.linkedin.com/company/ecru,https://edgetensor.ai/,0.33M,https://tensor.ai
Editech,www.editech.com,0.33,2019,http://www.linkedin.com/company/edgete,https://www.editech.com/,0.33M,https://editech.com
Education Journey,www.education-journey.com,0.33,2016,http://www.linkedin.com/company/edite,https://www.education-journey.com/,0.33M,https://education-journey.com
Eemerg,www.eemerg.com,0.99,2020,http://www.linkedin.com/company/edite,https://www.eemerg.com/,0.99M,https://eemerg.com
Efastec Technologies,www.efastec.com,0.33,2018,http://www.linkedin.com/company/eemer,https://www.efastec.com/,0.33M,https://efastec.com
Eino AI,www.eino.ai,1,2023,http://www.linkedin.com/company/efaste,https://www.eino.ai/,1M,https://eino.ai
EkosAI,www.ekos.ai,0.33,2017,http://www.linkedin.com/company/eino,https://www.ekos.ai/,0.33M,https://ekos.ai
Elanza Wellness,www.elanzawellness.com,0.33,2020,http://www.linkedin.com/company/ekosa,https://www.elanzawellness.com/,0.33M,https://elanzawellness.com
Elastic Audio,www.elasticaudio.com,0.33,2021,http://www.linkedin.com/company/elanz,https://www.elasticaudio.com/,0.33M,https://elasticaudio.com
Elektrik Beverages,www.idrinklectra.us,0.33,2019,http://www.linkedin.com/company/elast,https://www.idrinklectra.us/,0.33M,https://idrinklectra.us
Element16 Technologies,www.elektrikapp.us,0.33,2019,http://www.linkedin.com/company/elekt,https://www.elektrikapp.us/,0.33M,https://elektrikapp.us
Eletype,www.eletype.com,0.33,2017,http://www.linkedin.com/company/elekt,https://www.eletype.com/,0.33M,https://eletype.com
Elio Earth (Dover),www.elio.earth,0.48,2016,http://www.linkedin.com/company/eleme,https://www.elio.earth/,0.48M,https://elio.earth
Elysian Labs,www.elysianlabs.io,0.33,2016,http://www.linkedin.com/company/eleme,https://www.elysianlabs.io/,0.33M,https://elysianlabs.io
Embark Live,www.embarq.live,0.25,2021,http://www.linkedin.com/company/elio,https://www.embarq.live/,0.25M,https://embarq.live
Emgrait,www.emgrait.com,0.35,2019,http://www.linkedin.com/company/elys,https://www.emgrait.com/,0.35M,https://emgrait.com
Emyrs,www.emgrait.com,0.33,2021,http://www.linkedin.com/company/embar,https://www.emgrait.com/,0.33M,https://emgrait.com
Encapsulate (Biotechnology),www.encapsulate.bio,0.33,2021,http://www.linkedin.com/company/emgr,https://www.encapsulate.bio/,0.33M,https://encapsulate.bio
English Guru,www.englishguru.com,0.21,2018,http://www.linkedin.com/company/emyr,https://www.englishguru.com/,0.21M,https://englishguru.com
Enkairio,www.enkairio.com,0.6,2021,http://www.linkedin.com/company/encap,https://www.enkairio.com/,0.6M,https://enkairio.com
Enviro,www.enviro.com,0.33,2019,http://www.linkedin.com/company/engli,https://www.enviro.com/,0.33M,https://enviro.com
Enzyme (IT Consulting and Outsourcing),www.enzyme.so,0.86,2016,http://www.linkedin.com/company/enkai,https://www.enzyme.so/,0.86M,https://enzyme.so
Ephemeris (Personal Products),www.ephemeris.co,0.33,2020,http://www.linkedin.com/company/envir,https://www.ephemeris.co/,0.33M,https://ephemeris.co
Epoultry NG,www.epoultry.ng,0.33,2019,http://www.linkedin.com/company/enzym,https://www.epoultry.ng/,0.33M,https://epoultry.ng
Eqlab,www.eqlab.global,0.5,2019,http://www.linkedin.com/company/ephem,https://www.eqlab.global/,0.5M,https://eqlab.global
Equire,www.equire.co,0.33,2017,http://www.linkedin.com/company/epoul,https://www.equire.co/,0.33M,https://equire.co
Inventory665,www.inventory665.co,0.86,2020,http://www.linkedin.com/company/eqla,https://www.inventory665.co/,0.86M,https://inventory665.co
Esleague (Entertainment Software),www.esleague.ai,0.33,2021,http://www.linkedin.com/company/equir,https://www.esleague.ai/,0.33M,https://esleague.ai
Espat,www.espat.ai,1,2019,http://www.linkedin.com/company/invento,https://www.espat.ai/,1M,https://espat.ai
Eta-Lang,www.eta-lang.org,0.42,2018,http://www.linkedin.com/company/eslea,https://www.eta-lang.org/,0.42M,https://eta-lang.org
Etalyc,www.etalye.com,0.33,2016,http://www.linkedin.com/company/espat,https://www.etalye.com/,0.33M,https://etalye.com
EtroRobotics,www.etrobotics.com,0.33,2020,http://www.linkedin.com/company/eta-,https://www.etrobotics.com/,0.33M,https://etrobotics.com
Etho,www.etho.io,0.33,2016,http://www.linkedin.com/company/etal,https://www.etho.io/,0.33M,https://etho.io
